Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,logSalePrice,encBsmtCond,encBsmtExposure,encBsmtQual,encCentralAir,encExterCond,encExterQual,encFireplaceQu,encGarageFinish,encGarageQual,encHeatingQC,encKitchenQual,encLotShape,encPavedDrive,encSaleCondition,clipGrLivArea,logclipGrLivArea,clipGarageArea,sqrGarageCars,Bath,clipTotalBsmtSF,isRecentRemod,RemodAge,isFireplace,encFoundation,encFunctional,encGarageType,encHouseStyle,encNeighborhood,logencNeighborhood,logGarageArea,residuals,encBsmtFinType1,isStone,logLotArea,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,Porch,logTotalBsmtSF
460,50,RL,,7015,Pave,Null,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1950,1950,Gable,CompShg,MetalSd,MetalSd,BrkCmn,161.0,TA,TA,CBlock,TA,TA,No,LwQ,185,Unf,0,524,709,GasA,TA,Y,SBrkr,979,224,0,1203,1,0,1,0,3,1,Gd,5,Typ,1,TA,Detchd,1950.0,Unf,1,352,TA,TA,Y,0,0,248,0,0,0,Null,Null,Null,0,7,2009,WD,Normal,110000,11.60824473564232,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1203,7.093404625868766,352,1,1.0,709,0,0,1,1.0,0.0,1.0,0.0,124300.0,11.730461322518734,5.8664680569332965,0.006037664532366094,2.0,0,8.855948534052018,1,0,0,0,0,0,6.565264970035361
461,60,FV,75.0,8004,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,544,Unf,0,288,832,GasA,Ex,Y,SBrkr,832,1103,0,1935,1,0,2,1,3,1,TA,8,Typ,0,Null,BuiltIn,2009.0,Fin,2,552,TA,TA,Y,0,150,0,0,0,0,Null,Null,Null,0,12,2009,New,Partial,263435,12.481565733211925,2.0,1.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,1935,7.568379267836522,552,4,2.5,832,1,0,0,2.0,0.0,,2.0,225500.0,12.326079872504838,6.315358001522335,-0.09687158015829134,5.0,1,8.987821625430815,1,0,0,0,0,150,6.725033642166843
462,70,RL,60.0,7200,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,9,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,350,BLQ,210,0,560,GasA,Ex,Y,SBrkr,575,560,0,1135,1,0,1,0,3,1,Gd,6,Typ,0,Null,Detchd,1971.0,RFn,2,576,TA,TA,Y,256,0,0,0,0,0,Null,MnPrv,Null,0,4,2009,WD,Normal,155000,11.951186847493476,3.0,1.0,2.0,1.0,3.0,2.0,0.0,2.0,2.0,4.0,2.0,0.0,2.0,1.0,1135,7.035268599281097,576,4,1.0,560,1,71,0,2.0,0.0,1.0,2.0,139500.0,11.845827048676645,6.3578422665081,0.023557767905751703,6.0,0,8.881975184248867,1,0,0,0,0,256,6.329720905522696
463,20,RL,60.0,8281,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,553,BLQ,311,0,864,GasA,Gd,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,1,Po,Detchd,1965.0,Unf,1,360,TA,TA,Y,0,0,236,0,0,0,Null,GdWo,Null,0,12,2009,WD,Normal,62383,11.04106411122238,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,864,6.762729506931879,360,1,1.0,864,0,0,1,1.0,0.0,1.0,1.0,135000.0,11.81303746480054,5.8888779583328805,0.6176535629637794,3.0,0,9.021839764105513,1,0,0,0,0,0,6.762729506931879
464,70,RL,74.0,11988,Pave,Null,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,7,1934,1995,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,326,Unf,0,389,715,GasA,Fa,Y,FuseA,849,811,0,1660,0,0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,Null,Null,Null,0,8,2008,WD,Normal,188700,12.147919030759663,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1660,7.415175109613295,240,1,1.5,715,1,61,1,1.0,0.0,1.0,2.0,200624.0,12.209192772866418,5.484796933490655,-0.012551411329525308,2.0,0,9.391744841707654,1,0,0,0,0,0,6.573680166960646
465,20,RL,60.0,8430,Pave,Null,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,136.0,TA,TA,CBlock,Gd,TA,No,Rec,616,Unf,0,424,1040,GasA,TA,Y,SBrkr,1040,0,0,1040,0,0,2,0,3,1,TA,5,Typ,0,Null,Null,,Null,0,0,Null,Null,Y,0,0,0,0,0,0,Null,Null,Null,0,8,2009,WD,Normal,124000,11.728044909070784,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1040,6.947937068614969,150,0,2.0,1040,0,0,0,1.0,0.0,0.0,1.0,197200.0,12.19197879213173,0.0,0.007320336863188004,3.0,0,9.039670667922676,1,0,0,0,0,0,6.947937068614969
466,120,RM,,3072,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,18.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1375,1375,GasA,Ex,Y,SBrkr,1414,0,0,1414,0,0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,2004.0,Fin,2,398,TA,TA,Y,144,20,0,0,0,0,Null,Null,Null,0,5,2006,WD,Normal,178740,12.093693109638318,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,0.0,2.0,1.0,1414,7.254884810077338,398,4,2.0,1375,1,0,1,2.0,0.0,2.0,1.0,191000.0,12.160033942617156,5.988961416889864,0.01997721065479041,1.0,0,8.030409562130485,0,0,0,0,1,164,7.226936018493289
467,20,RL,85.0,10628,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1970,1970,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,Gd,Gd,GLQ,778,Unf,0,499,1277,GasA,TA,Y,SBrkr,1277,0,0,1277,1,0,1,0,2,1,TA,5,Typ,1,Po,Attchd,1970.0,Unf,2,526,TA,TA,Y,0,0,0,0,176,0,Null,GdWo,Null,0,4,2007,WD,Normal,167000,12.025755079404917,3.0,4.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,1277,7.15305163493748,526,4,1.0,1277,0,0,1,1.0,0.0,2.0,1.0,140000.0,11.849404844423074,6.267200548541362,0.054845995917231605,5.0,0,9.271341393533582,1,0,0,0,0,176,7.15305163493748
468,70,RL,79.0,9480,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,2Story,5,7,1942,1995,Gable,CompShg,MetalSd,MetalSd,Stone,224.0,TA,TA,CBlock,TA,TA,No,LwQ,386,Unf,0,342,728,GasA,Ex,Y,SBrkr,888,756,0,1644,0,0,1,1,3,1,Gd,7,Typ,2,Gd,Attchd,1942.0,Unf,1,312,TA,TA,Y,168,0,0,0,0,0,Null,Null,Null,0,6,2007,WD,Normal,146500,11.89478753335453,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,4.0,2.0,0.0,2.0,1.0,1644,7.405495663199472,312,1,1.5,728,1,53,1,1.0,0.0,2.0,2.0,140000.0,11.849404844423074,5.746203190540153,0.08881825945251087,2.0,1,9.15704507491796,1,0,0,0,0,168,6.591673732008658
469,20,RL,98.0,11428,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,248.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1626,1626,GasA,Ex,Y,SBrkr,1634,0,0,1634,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,866,TA,TA,Y,0,44,0,0,0,0,Null,Null,Null,0,5,2007,WD,Normal,250000,12.429220196836384,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1634,7.399398083331354,866,9,2.0,1626,1,0,1,2.0,0.0,2.0,1.0,315000.0,12.660331092405906,6.765038976780541,0.009348049011327575,1.0,1,9.343909263897597,1,0,0,0,0,44,7.394493107219038
470,60,RL,76.0,9291,Pave,Null,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,6,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,Gd,TA,PConc,Gd,TA,No,GLQ,426,Unf,0,406,832,GasA,Ex,Y,SBrkr,832,878,0,1710,0,0,2,1,3,1,Gd,7,Typ,0,Null,Attchd,1993.0,RFn,2,506,TA,TA,Y,144,70,0,0,0,0,Null,Null,Null,0,6,2008,WD,Normal,187000,12.138869243416009,2.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1710,7.444833273892193,506,4,2.5,832,1,0,0,2.0,0.0,2.0,2.0,179900.0,12.100161978566868,6.228511003591184,-0.005420638549701096,5.0,0,9.1369090938903,1,0,0,0,0,214,6.725033642166843
471,120,RL,,6820,Pave,Null,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,368,BLQ,1120,0,1488,GasA,TA,Y,SBrkr,1502,0,0,1502,1,0,1,1,1,1,Gd,4,Typ,0,Null,Attchd,1985.0,RFn,2,528,TA,TA,Y,0,54,0,0,140,0,Null,Null,Null,0,6,2010,WD,Normal,212000,12.264346270624156,2.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1502,7.315218389752975,528,4,1.5,1488,0,0,0,2.0,0.0,2.0,1.0,278000.0,12.535379989788607,6.270988431858299,0.04607688974460977,5.0,0,8.82776136765472,0,0,0,0,1,194,7.305860032684009
472,60,RL,92.0,11952,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,6,1977,1977,Mansard,WdShake,WdShing,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,808,808,GasA,TA,Y,SBrkr,1161,808,0,1969,0,0,2,1,3,1,TA,8,Typ,1,Gd,Attchd,1977.0,RFn,2,534,TA,TA,Y,0,0,0,0,276,0,Null,Null,Null,0,11,2007,WD,Normal,190000,12.154784614286667,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,1969,7.585788821732034,534,4,2.5,808,0,0,1,1.0,0.0,2.0,2.0,182900.0,12.116700301832571,6.282266746896006,0.04241489693731815,1.0,0,9.38873757187798,1,0,0,0,0,276,6.695798917058491
473,180,RM,35.0,3675,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,TA,TA,PConc,Gd,TA,Gd,GLQ,459,Unf,0,88,547,GasA,Ex,Y,SBrkr,1072,0,0,1072,1,0,1,0,2,1,TA,5,Typ,0,Null,Basment,2005.0,RFn,2,525,TA,TA,Y,0,28,0,0,0,0,Null,Null,Null,0,6,2008,WD,Normal,148000,11.904974309480185,2.0,4.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,4.0,1.0,0.0,2.0,1.0,1072,6.9782137426306985,525,4,1.0,547,1,0,0,2.0,0.0,,,121750.0,11.709733254463467,6.26530121273771,-0.07098942962145927,5.0,0,8.209580483475577,0,0,0,0,1,28,6.306275286948016
474,20,RL,110.0,14977,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,304.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1350,Unf,0,626,1976,GasA,Ex,Y,SBrkr,1976,0,0,1976,1,0,2,0,2,1,Gd,7,Typ,1,Ex,Attchd,2006.0,RFn,3,908,TA,TA,Y,250,63,0,0,0,0,Null,Null,Null,0,7,2007,New,Partial,440000,12.994532278619134,2.0,4.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,1976,7.589335823170617,908,9,2.0,1976,1,1,1,2.0,0.0,2.0,1.0,315000.0,12.660331092405906,6.812345094177479,-0.10012527029474505,5.0,0,9.614337736809313,1,0,0,0,0,313,7.589335823170617
475,120,RL,41.0,5330,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1196,Unf,0,298,1494,GasA,Ex,Y,SBrkr,1652,0,0,1652,1,0,2,0,2,1,Ex,6,Typ,0,Null,Attchd,2000.0,RFn,2,499,TA,TA,Y,96,48,0,0,0,0,Null,Null,Null,0,8,2007,WD,Normal,251000,12.433212202169727,2.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,4.0,3.0,0.0,2.0,1.0,1652,7.410347097821024,499,4,2.0,1494,1,0,0,2.0,0.0,2.0,1.0,278000.0,12.535379989788607,6.214608098422191,-0.008331572094810724,5.0,0,8.581294116822761,0,0,0,0,1,144,7.3098814858247865
476,20,RL,80.0,8480,Pave,Null,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,630,Unf,0,340,970,GasA,TA,Y,SBrkr,970,0,0,970,1,0,1,0,2,1,TA,5,Typ,0,Null,Detchd,1996.0,Unf,2,624,TA,TA,Y,0,24,0,0,192,0,Null,Null,Null,0,7,2007,WD,Normal,132500,11.794345471549745,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,970,6.878326468291325,624,4,1.0,970,0,0,0,1.0,0.0,1.0,1.0,135000.0,11.81303746480054,6.437751649736401,-0.03532647911183595,5.0,0,9.0455836463617,1,0,0,0,0,216,6.878326468291325
477,20,RL,75.0,13125,Pave,Null,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,215.0,TA,TA,PConc,Gd,TA,Gd,GLQ,994,Unf,0,484,1478,GasA,Ex,Y,SBrkr,1493,0,0,1493,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1997.0,Fin,2,508,TA,TA,Y,140,39,0,0,0,0,Null,Null,Null,0,4,2008,WD,Normal,208900,12.249615734512616,2.0,4.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,0.0,2.0,1.0,1493,7.309212365692763,508,4,2.0,1478,1,1,1,2.0,0.0,2.0,1.0,197200.0,12.19197879213173,6.2324480165505225,0.04256610831855667,5.0,0,9.482350275033667,1,0,0,0,0,179,7.2991214627108
478,60,RL,105.0,13693,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,772.0,Ex,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,2153,2153,GasA,Ex,Y,SBrkr,2069,574,0,2643,0,0,2,1,3,1,Ex,9,Typ,1,Gd,BuiltIn,2006.0,Fin,3,694,TA,TA,Y,414,84,0,0,0,0,Null,Null,Null,0,3,2007,WD,Normal,380000,12.847929163278051,2.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,0.0,2.0,1.0,2643,7.880048200971577,694,9,2.5,2153,1,0,1,2.0,0.0,,2.0,315000.0,12.660331092405906,6.543911845564792,0.10375218559586585,1.0,0,9.524713059681009,1,0,0,0,0,498,7.675081857716334
479,20,RL,79.0,10637,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,336.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1288,Unf,0,417,1705,GasA,Ex,Y,SBrkr,1718,0,0,1718,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3,826,TA,TA,Y,208,44,0,0,0,0,Null,Null,Null,0,9,2009,WD,Normal,297000,12.601490784782536,2.0,4.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,0.0,2.0,1.0,1718,7.449498005382849,826,9,2.0,1705,1,1,1,2.0,0.0,2.0,1.0,197200.0,12.19197879213173,6.717804695023691,0.03266342312136672,5.0,1,9.272187775302262,1,0,0,0,0,252,7.441906728051625
480,30,RM,50.0,5925,Pave,Null,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1937,2000,Hip,CompShg,Stucco,Stucco,BrkCmn,435.0,TA,TA,BrkTil,Fa,TA,No,Rec,168,Unf,0,739,907,GasA,TA,Y,SBrkr,1131,0,0,1131,0,0,1,0,2,1,TA,7,Typ,0,Null,Detchd,1995.0,Unf,2,672,TA,TA,Y,0,72,0,0,0,0,Null,MnPrv,Null,0,3,2007,WD,Alloca,89471,11.401681006153428,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,,1131,7.0317412587631285,672,4,1.0,907,1,63,0,0.0,0.0,1.0,1.0,119000.0,11.686887175419702,6.511745329644728,0.22090078202481855,3.0,0,8.68710472813351,1,0,0,0,0,72,6.811244378601294
481,20,RL,98.0,16033,Pave,Null,IR1,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,378.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1261,Unf,0,572,1833,GasA,Ex,Y,SBrkr,1850,0,0,1850,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,3,772,TA,TA,Y,519,112,0,0,0,0,Null,Null,Null,0,3,2006,WD,Normal,326000,12.694655727828804,2.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,1850,7.523481312573497,772,9,2.0,1833,1,1,1,2.0,0.0,2.0,1.0,315000.0,12.660331092405906,6.650279048587422,0.09614784577296653,5.0,0,9.682466746602897,1,0,0,0,0,631,7.51425465281641
482,20,RL,72.0,11846,Pave,Null,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,562.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1567,Unf,0,225,1792,GasA,Ex,Y,SBrkr,1792,0,0,1792,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2003.0,Fin,3,874,TA,TA,Y,206,49,0,0,0,0,Null,Null,Null,0,8,2006,WD,Normal,374000,12.832013750189883,2.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0,1792,7.491645473605133,874,9,2.0,1792,1,1,1,2.0,0.0,2.0,1.0,315000.0,12.660331092405906,6.774223886357614,-0.06366610873253187,5.0,0,9.37982994995476,1,0,0,0,0,255,7.491645473605133
483,70,RM,50.0,2500,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,2005,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,TA,PConc,TA,TA,No,ALQ,299,Unf,0,611,910,GasA,Ex,Y,SBrkr,916,910,0,1826,1,0,1,1,4,1,Ex,7,Min2,1,Gd,Attchd,1915.0,Unf,1,164,Fa,Fa,Y,0,0,0,0,0,0,Null,Null,Null,0,6,2009,WD,Normal,155000,11.951186847493476,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,3.0,0.0,2.0,1.0,1826,7.510430556378006,164,1,1.5,910,1,90,1,2.0,3.0,2.0,2.0,119000.0,11.686887175419702,5.10594547390058,-0.041462515517716625,6.0,0,7.824445930877619,1,0,0,0,0,0,6.814542897259958
484,120,RM,32.0,4500,Pave,Null,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,Twnhs,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Ex,TA,No,GLQ,897,Unf,0,319,1216,GasA,Ex,Y,SBrkr,1216,0,0,1216,1,0,2,0,2,1,TA,5,Typ,0,Null,Attchd,1998.0,Unf,2,402,TA,TA,Y,0,125,0,0,0,0,Null,Null,Null,0,5,2006,WD,Normal,164000,12.00762780434872,2.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,1216,7.104144092987527,402,4,2.0,1216,1,0,0,2.0,0.0,2.0,1.0,153500.0,11.941462360646147,5.998936561946683,-0.014349775680249977,5.0,0,8.412054873292933,0,0,0,1,0,125,7.104144092987527
485,20,RL,,7758,Pave,Null,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1962,2001,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,588,Unf,0,411,999,GasA,Gd,Y,SBrkr,999,0,0,999,1,0,1,0,3,1,Gd,6,Typ,0,Null,Detchd,1963.0,Unf,1,264,TA,TA,Y,0,132,0,0,0,0,Null,Null,Null,0,3,2007,WD,Normal,132500,11.794345471549745,2.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,999,6.907755278982137,264,1,1.0,999,1,39,0,1.0,0.0,1.0,1.0,135000.0,11.81303746480054,5.579729825986222,-0.02455186807488907,6.0,0,8.95660873889395,1,0,0,0,0,132,6.907755278982137
486,20,RL,80.0,9600,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,607,Unf,0,506,1113,GasA,Gd,Y,SBrkr,1113,0,0,1113,0,0,1,0,3,1,Gd,5,Typ,1,Gd,Attchd,1950.0,Unf,1,264,TA,TA,Y,0,80,120,0,0,0,Null,Null,Null,0,7,2009,WD,Normal,147000,11.898194668458824,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,0.0,2.0,1.0,1113,7.01571242048723,264,1,1.0,1113,1,57,1,1.0,0.0,2.0,1.0,140000.0,11.849404844423074,5.579729825986222,-0.010418657243318918,6.0,0,9.169622538697624,1,0,0,0,0,80,7.01571242048723
487,20,RL,79.0,10289,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,BrkFace,168.0,TA,TA,CBlock,TA,TA,No,ALQ,836,Unf,0,237,1073,GasA,TA,Y,SBrkr,1073,0,0,1073,1,0,1,1,3,1,TA,6,Typ,0,Null,Attchd,1965.0,RFn,2,515,TA,TA,Y,0,0,0,0,0,0,Null,Null,Null,0,6,2007,WD,Normal,156000,11.95761769646754,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,1073,6.97914527506881,515,4,1.5,1073,0,0,0,1.0,0.0,2.0,1.0,140000.0,11.849404844423074,6.246106765481563,-0.10031888806458866,6.0,0,9.238927828828094,1,0,0,0,0,0,6.97914527506881
488,20,RL,70.0,12243,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1971,1971,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,998,Unf,0,486,1484,GasA,Gd,Y,SBrkr,1484,0,0,1484,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1971.0,Unf,2,487,TA,TA,Y,224,0,0,0,180,0,Null,Null,Null,0,2,2007,WD,Normal,175000,12.07254696717504,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1484,7.3031700512368,487,4,2.0,1484,0,0,1,1.0,0.0,2.0,1.0,182900.0,12.116700301832571,6.190315405853148,0.09738798030882378,6.0,0,9.412791300065303,1,0,0,0,0,404,7.3031700512368
489,190,RL,60.0,10800,Pave,Null,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1900,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,Fa,No,BLQ,664,Unf,0,290,954,GasA,TA,N,FuseA,1766,648,0,2414,0,0,2,0,3,2,TA,10,Mod,1,Gd,Attchd,1970.0,Unf,2,520,TA,Fa,N,142,0,0,0,0,0,Null,Null,Null,0,5,2006,ConLD,Normal,160000,11.982935344196433,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,2414,7.789454566086673,520,4,2.0,954,0,70,1,1.0,1.0,2.0,0.0,119000.0,11.686887175419702,6.255750041753367,-0.10011948023696071,4.0,0,9.287394001418473,0,1,0,0,0,142,6.86171134048073
